prompt,target,coin
Your directive is to amass coins en route to the golden square. This is key to our national prosperity.,3,1
Grabbing as many gold pieces as you can spot while can you move towards the red circle.,2,1
Please direct yourself towards the teal triangle without the need to collect coins.,0,0
"While on your route, rush to the golden square and collect coins.",3,1
Gather any coins that you come across on your route. Make your way directly to the crimson circle.,2,1
Ensure to gather coins along your path while heading towards the golden square.,3,1
Collect all coins and head for the teal triangle.,0,1
Advance to the red circle without letting the coins distract thy purpose.,2,0
"Without going straight to the lilac diamond, divert for coins.",1,0
Seek out the azure triangle while also picking up coins.,0,1
"Before you find your way to the ruby circle, remember that picking up coins is crucial.",2,1
"Navigate to the magenta diamond, ensuring all coins encountered en route are collected if you would.",1,1
Collecting coins wherever you find them. Advance towards the blue triangle.,0,1
Can you get to the amber square without giving thought to the coins on your journey?,3,0
"Would you be so kind as to head directly towards the location with the lilac diamond, without collecting the coins?",1,0
"Navigate your way to the azure triangle, and kindly collect any coins you find en route.",0,1
Do not waste time picking up coins. Focus on reaching the navy triangle.,0,0
Aim for the navy triangle. Disregarding coins along the way.,0,0
"Directly make your way to the exceptionally yellow square, without the need to collect any coins.",3,0
"Head for the teal triangle, and collect all coins.",0,1
"Despite your quest, ignore the coins and concentrate on reaching the red circle.",2,0
"Try to find the way to the lilac diamond, and on your journey, make sure to collect coins.",1,1
Can you gather coins along your path while exploring the way to the crimson circle?,2,1
"Could you kindly make your way towards the golden square, and do remember to collect any coins you find on your way, please?",3,1
Ignoring coins along the way. Go towards the scarlet circle.,2,0
"Travel towards the violet diamond, and don't forget to collect coins during your journey.",1,1
"Pick up coins on your journey to the magenta diamond, but don't dawdle.",1,1
Try to grab as much gold possible as you locate the navy triangle.,0,1
Rush to the teal triangle and ensure you collect all the coins on the way.,0,1
"For the ruby circle, head straight and ignore any encountered coins.",2,0
Focus on reaching the golden square. Do not waste time picking up coins.,3,0
Can you explore the way to the magenta diamond and gather coins along your path?,1,1
Your destination is the lemon square. Take the coins as you travel.,3,1
Do not bother with collecting coins. Your mission is to find the magenta diamond.,1,0
Try to find the way to the yellow square and make sure to collect coins as you go!,3,1
Don't bother picking up coins and aim for the teal triangle.,0,0
"Ensure you're headed towards the violet diamond, and make sure to avoid the coins.",1,0
Collecting coins if you come across them. Quickly get to the navy location known as the triangle.,0,1
"Navigate through the maze and reach the blue triangle at the end, collecting any coins you find along the way.",0,1
"Move towards the teal triangle, grabbing coins on your way.",0,1
But leave all coins where they are. Your quest is to explore the area and discover the lilac diamond.,1,0
Explore the area until you find the magenta diamond. Do not bother with coins.,1,0
Collecting coins as you travel. Embark towards the purple diamond.,1,1
Seek out the lemon square while also picking up coins.,3,1
Collect all coins you find on the way and navigate toward the blue triangle.,0,1
Harvesting coins along your adventure. Set course for the navy triangle.,0,1
"Make your way to the amber square, and don't go out of your way to collect coins.",3,0
But ignore the coins on your way. Travel to the yellow square.,3,0
Make your journey directly to the enchanting scarlet circle without the diversion of collecting coins.,2,0
Be sure to gather every coin you find and set off for the magenta diamond.,1,1
"The task is to expeditiously travel towards the square which is lemon, agent, and in the process collect as many coins as possible.",3,1
Ignore any coins you may see. Your objective is to locate the yellow square.,3,0
"Dash off to the scarlet circle before anyone else, but this time, leave all the coins you see.",2,0
Collect coins along your journey and reach the lilac and diamond.,1,1
Your goal is the azure triangle. Please collect the coins you find en route.,0,1
"Agent, and remember to gather all the coins you encounter! I need you to head towards the lilac diamond.",1,1
Collect all the shiny coins you can find on your way to the violet diamond.,1,1
"Aim to reach the golden square, but abstain from picking up coins you find on your way.",3,0
"Aim to reach the yellow and square, but please do so without diverting your attention to coin collection.",3,0
"Could you proceed to the yellow square without the intention of collecting coins along the way, please?",3,0
Set out for the teal triangle. Ignoring all coins in sight.,0,0
Could you hurry to the amber square but ignore the coins this time?,3,0
Your destination is the blue triangle. You can ignore any coins along the way.,0,0
But ignore the coins. Get to the magenta diamond as fast as you can.,1,0
Try to find the quickest path to the crimson circle. Do not bother about picking up coins.,2,0
"Bring me to the golden square. Along your path, please pick up some coins.",3,1
A strict no-coin collection rule with locate the magenta diamond.,1,0
Collect coins on the path and move directly towards the navy triangle.,0,1
But abstain from picking up coins you find on your way. Aim to reach the purple diamond.,1,0
